noun,frequency,score
camp counselor,-7.416916223171137,0.4875
candy maker,-7.971847175944051,0.4666666666666666
car salesman,-6.973615313964623,0.875
caregiver,-5.524256701625424,0.295
carpenter,-5.630775500566881,0.8708333333333332
cashier,-5.849500260075284,0.425
caterer,-6.490940145165587,0.45416666666666666
celebrity,-5.358005602281713,0.4708333333333334
chair person,-8.351109635465509,0.5666666666666668
chairman,-4.958227999183445,0.6208333333333332
cheerleader,-6.2698003034053045,0.14583333333333334
chef,-5.445305679453351,0.6625
child advocate,-7.807970033422096,0.2833333333333334
child care worker,-7.904271022168974,0.1875
chiropractor,-6.559558014630214,0.6583333333333333
choreographer,-6.276535830491764,0.3625
cleaner,-5.460340807759088,0.3
clerk,-4.945973065557516,0.46249999999999997
clinical psychologist,-6.572524242774042,0.46249999999999997
clown,-5.731919008860489,0.7083333333333334
coach,-4.874106392817775,0.7791666666666667
colonel,-5.35518861301533,0.9
comedian,-5.937147514858075,0.6916666666666668
company president,-6.908074460726329,0.7083333333333334
composer,-5.217304124944908,0.6833333333333332
computer programmer,-6.845741323814332,0.6666666666666666
computer technician,-7.499614513016693,0.6749999999999999
concierge,-6.094041789505986,0.5675
congressman,-5.999175656819686,0.8416666666666667
conservationist,-6.573864970295898,0.5125000000000001
construction worker,-6.711234363360356,0.9
cook,-4.762249794325598,0.48333333333333334
cookie maker,-8.766426971553466,0.18333333333333335
cosmetologist,-7.499571114530844,0.08749999999999998
counseling psychologist,-7.743895432264788,0.41250000000000003
court reporter,-6.609454307575668,0.25
craftsman,-6.010868005999105,0.7708333333333334
customs inspector,-7.611839792586566,0.6666666666666666
cyclist,-6.316324972448315,0.6541666666666667
dance instructor,-7.45846860607549,0.19166666666666665
dancer,-5.455198338173059,0.2416666666666667
data processor,-7.390030628889445,0.47500000000000003
deacon,-6.001496118956718,0.8791666666666668
dental hygienist,-6.925078407610042,0.3833333333333333
dentist,-5.561155271098488,0.7125
deputy,-5.0990249583751694,0.8416666666666667
dietician,-6.870868354381392,0.2791666666666666
diplomat,-5.698853290899498,0.6749999999999999
district attorney,-5.9776614985101375,0.65
doctor,-4.348151159551936,0.6041666666666666
dog groomer,-8.101565649745433,0.4041666666666666
drafting worker,-20.0,0.7833333333333333
dress maker,-8.395059839537488,0.15416666666666667
drummer,-5.835127670444821,0.7208333333333333
economist,-5.491570187773067,0.5791666666666666
editor,-4.630958342573512,0.5916666666666667
electrician,-6.175433820841206,0.8333333333333334
elementary school principal,-7.5635766464517245,0.5791666666666666
elementary school teacher,-6.959673272048186,0.20833333333333334
engineer,-4.936546368176952,0.75
entertainer,-6.216268722257672,0.5166666666666666
etiquette expert,-8.555503520486223,0.2041666666666667
executive,-4.509971500134079,0.6666666666666666
exercise instructor,-8.396779789232783,0.2791666666666666
exotic dancer,-7.326798804481677,0.15416666666666667
explorer,-5.7721343936976695,0.725
farmer,-4.968228710816216,0.8666666666666667
fashion model,-7.001196576168344,0.14583333333333334
FBI agent,-6.30185982314013,0.7999999999999999
federal judge,-6.467413457488219,0.7125
figure skater,-7.395005327301564,0.20000000000000004
file clerk,-7.512126115357132,0.2791666666666666
fire fighter,-6.928608208936563,0.8416666666666667
fisherman,-5.675972225128802,0.8583333333333334
flight attendant,-6.342875532020292,0.1708333333333333
florist,-6.31144696415845,0.17499999999999996
flute player,-7.357191769369797,0.20833333333333334
football coach,-6.58794625067317,0.975
football player,-6.294053855174477,0.9458333333333333
foreman,-5.727526658966733,0.7708333333333334
forensic psychologist,-7.37496575963721,0.5833333333333334
forest ranger,-7.341973039342187,0.7708333333333334
forestry engineer,-8.788465233861086,0.18333333333333335
fortune teller,-7.043434869537048,0.22083333333333335
funeral director,-6.715379228401918,0.7583333333333333
game warden,-7.073500397904145,0.8541666666666666
garbage collector,-6.906529392482332,0.8666666666666667
general,-3.6495038109072353,0.8875000000000001
geologist,-6.096011195844269,0.6749999999999999
golfer,-6.16081439470079,0.6916666666666668
government official,-6.25741603442346,0.7125
governor,-4.805802343300786,0.7541666666666668
graphic designer,-6.696169474474135,0.5458333333333334
groundskeeper,-7.049770679942895,0.7458333333333332
guard,-4.573651983397928,0.8458333333333333
guidance counselor,-6.689448919677568,0.37083333333333335
guitar player,-6.802342055061991,0.7333333333333334
gymnast,-6.598175779174935,0.25
gynecologist,-6.5237477974783324,0.5499999999999999
hair cutter,-8.893361186746224,0.3
hairdresser,-6.199481205532793,0.14583333333333334
heavy equipment operator,-7.992751237507653,0.9249999999999999
high school principal,-7.048987103936572,0.6916666666666668
high school teacher,-6.715771908070782,0.35000000000000003
highway worker,-8.5025072779401,0.7916666666666666
historian,-4.964085700281078,0.5625
history professor,-6.983103185265734,0.75
homicide detective,-7.001379088833726,0.7791666666666667
horse trainer,-7.34357242977123,0.4875
hospital orderly,-7.811651482732637,0.5625
housekeeper,-5.578562971964637,0.1791666666666667
hula dancer,-8.04882532377607,0.09583333333333333
humanitarian,-5.133333476496761,0.4458333333333333
humanities professor,-8.385996242767419,0.5499999999999999
hunter,-5.247759898591988,0.8666666666666667
income tax preparer,-8.66540813693239,0.6166666666666667
informant,-5.578805491829396,0.5833333333333334
innkeeper,-6.109233685272101,0.5416666666666666
insurance agent,-6.513928550275296,0.5750000000000001
interior decorator,-7.093541264177724,0.20000000000000004
inventor,-5.53572116320527,0.6625
jailor,-7.036812788681396,0.8125
janitor,-6.158086767597722,0.7708333333333334
journalist,-5.132121758135201,0.5041666666666668
judge,-4.34157853990822,0.6166666666666667
juggler,-6.710941102862334,0.7083333333333334
jurist,-6.138098887335934,0.5291666666666667
kindergarten teacher,-6.906579430449075,0.1958333333333333
knitter,-7.169808880605126,0.13749999999999998
lab technician,-7.179382554605713,0.5858333333333333
labor official,-8.356647079699242,0.7041666666666666
landscaper,-7.1365816182138415,0.6458333333333334
law clerk,-6.755693050793951,0.5125000000000001
law professor,-6.523656155759755,0.6124999999999999
lawyer,-4.654828449988301,0.5708333333333333
leader,-4.333168159361343,0.6124999999999999
lender,-5.312738363135693,0.6291666666666668
librarian,-5.567577855704747,0.22083333333333335
lieutenant,-5.232944481442674,0.7166666666666667
limo driver,-7.270118115135106,0.8208333333333333
logger,-6.428315039667409,0.8208333333333333
magician,-5.711957969858815,0.7916666666666666
magician’s assistant,-8.06912665608901,0.15416666666666667
maid,-5.136264894542809,0.05833333333333335
mailman,-6.632006330205286,0.7333333333333334
manager,-4.444787762855979,0.6208333333333332
manicurist,-7.195308343022761,0.09166666666666667
massage therapist,-6.929915036564621,0.3208333333333333
mathematician,-5.697452045632471,0.6375000000000001
mayor,-5.111130765577106,0.7166666666666667
meat packer,-8.037461755918715,0.7708333333333334
meteorologist,-6.724821601404544,0.6916666666666668
miner,-5.813763874983472,0.85
motel manager,-7.845028828038787,0.6041666666666666
mountain climber,-7.254196961852921,0.7458333333333332
movie director,-7.214841265734965,0.6833333333333332
movie star,-6.187779378209783,0.47
nanny,-5.86390711358282,0.08749999999999998
neurologist,-6.177906526451976,0.6541666666666667
neurosurgeon,-6.5254210891157145,0.6458333333333334
newscaster,-6.757726559086959,0.4666666666666666
notary public,-6.662978598230979,0.41
novelist,-5.4349421703969085,0.45
nun,-5.549629931748538,0.012499999999999992
nurse,-4.62572969081808,0.22083333333333335
nursing home worker,-9.249135663419892,0.25
nutritionist,-6.540101722463514,0.29583333333333334
occupational therapist,-6.565132896364002,0.4166666666666667
oceanographer,-7.268133932288683,0.5
orchestra conductor,-7.493853686096476,0.7333333333333334
orthodontist,-6.955159597739837,0.7541666666666668
painter,-5.1760816721907394,0.6916666666666668
palm reader,-7.714443024379152,0.19166666666666665
parachutist,-7.168429539750765,0.7041666666666666
paralegal,-6.219047802689191,0.4583333333333333
park manager,-7.833185153574931,0.7374999999999999
party planner,-7.663255242714843,0.3
pastry chef,-7.004259800142228,0.5333333333333333
pawn broker,-8.382453916324767,0.8083333333333332
pediatrician,-6.113868918630778,0.49583333333333335
personal trainer,-6.707118321429023,0.625
pharmacist,-5.761364974097784,0.5916666666666667
philanthropist,-6.245106068799464,0.5499999999999999
phlebotomist,-7.224071443025807,0.5166666666666666
photographer,-5.307621814594327,0.48333333333333334
physical therapist,-6.322279515375098,0.4791666666666667
physician,-4.664460817433933,0.6291666666666668
physician’s assistant,-7.262002527875463,0.3333333333333333
physicist,-5.668362540030828,0.625
piano player,-6.769556574297695,0.3875
pilot,-4.709723257634501,0.7833333333333333
plumber,-6.1610817969064025,0.8541666666666666
podiatrist,-6.90938723083039,0.5666666666666668
poet,-4.680472694312118,0.48333333333333334
police dispatcher,-7.652537480151348,0.4375
police officer,-5.417225819288473,0.75
police sergeant,-6.994269265601266,0.8041666666666667
policeman,-5.334802464373924,0.7625000000000001
political activist,-6.66352700432028,0.5741666666666667
politician,-5.282963475751159,0.7416666666666667
pool player,-7.79707487152081,0.7291666666666666
postal worker,-7.238716095230317,0.6375000000000001
priest,-4.692592429015358,0.9375
private detective,-6.526833166557949,0.8333333333333334
probation officer,-6.275677931519029,0.7875
professional athlete,-7.008408154555921,0.7583333333333333
professor,-4.746507519576421,0.6416666666666666
projectionist,-7.08836516550106,0.5416666666666666
proofreader,-6.971134593943352,0.39166666666666666
psychiatrist,-5.467679853422694,0.5083333333333333
public relations director,-7.50226856323196,0.4583333333333333
quilter,-7.311556993042572,0.11666666666666665
race car driver,-7.382754693745315,0.8666666666666667
radio announcer,-7.130407186423404,0.6916666666666668
radio technician,-8.136811331064793,0.6458333333333334
railroad conductor,-8.04458370729145,0.85
rancher,-6.093712585666278,0.7708333333333334
real estate agent,-6.366328994671873,0.39166666666666666
receptionist,-5.70727070008612,0.15833333333333333
registered nurse,-6.315077005129895,0.2125
rehabilitation counselor,-7.395499447492158,0.46249999999999997
reporter,-5.029173684033065,0.425
research scientist,-6.781976752083246,0.6291666666666668
rock band roadie,-10.1304595076978,0.5916666666666667
romance novelist,-7.9994155819639,0.25
roofer,-7.152702410657109,0.8958333333333334
sailor,-5.440023815793202,0.8708333333333332
salesman,-5.636477453818068,0.7374999999999999
salesperson,-5.77414462599266,0.5625
sanitation worker,-7.913092474590982,0.7458333333333332
school psychologist,-6.789605122349967,0.4083333333333334
screenwriter,-6.257447513431317,0.6625
scuba diver,-7.388378584129286,0.6041666666666666
sculptor,-5.688949408329222,0.5791666666666666
secretary,-4.735400689580458,0.13749999999999998
senator,-5.423673592387201,0.7583333333333333
server,-4.614966714217635,0.44166666666666665
sheriff,-5.162122296495232,0.8708333333333332
shoemaker,-6.285011674463008,0.6833333333333332
short order cook,-8.075983908233837,0.5541666666666667
singer,-5.171724515504716,0.4791666666666667
skier,-6.425084529883652,0.525
social worker,-5.574224005260921,0.3458333333333334
softball player,-7.91837157474919,0.1958333333333333
soldier,-4.747670912653402,0.8633333333333333
sportscaster,-7.167249718432434,0.8333333333333334
spy,-5.285322282941511,0.7416666666666667
statistician,-6.351460735653643,0.6041666666666666
stenographer,-6.546710671037421,0.525
stock broker,-7.416299889973458,0.7291666666666666
stone cutter,-8.025008047830315,0.8041666666666667
stripper,-6.214778341231687,0.20000000000000004
supervisor,-5.05103679970042,0.6166666666666667
Supreme Court Justice,-6.575185621648804,0.7125
surfer,-6.293230056996147,0.75
surgeon,-5.085976793065003,0.6791666666666667
swimmer,-5.991188594429979,0.49583333333333335
switchboard operator,-7.343374157563447,0.3666666666666667
synchronized swimmer,-8.70988560480643,0.21666666666666665
systems analyst,-7.014531278767348,0.625
tailor,-5.506345479774057,0.6708333333333334
tambourine player,-8.546844058952649,0.47500000000000003
tap dancer,-7.603047502086391,0.27499999999999997
tarot card reader,-8.221242628509085,0.23749999999999996
tattooist,-7.4552507167979325,0.8375
taxidermist,-7.000216278330254,0.7141666666666667
telephone operator,-7.045696599422476,0.29583333333333334
tennis player,-6.63605450081505,0.4791666666666667
theatrical director,-8.063685605330425,0.5916666666666667
tool maker,-8.000187572948953,0.8708333333333332
tour guide,-6.355135953193835,0.49583333333333335
travel agent,-6.3740070351835865,0.35000000000000003
trucker,-6.57132115159348,0.8791666666666668
trumpet player,-7.097319605424226,0.6333333333333333
tuba player,-7.868426068445307,0.7374999999999999
typist,-6.481197863492998,0.285
university president,-6.978266799098949,0.7374999999999999
veterinarian,-5.8588509186254845,0.47500000000000003
waiter,-5.365398464365735,0.7541666666666668
waitress,-5.497164642270117,0.0625
warden,-5.827715569535664,0.8666666666666667
watchman,-6.061606849962081,0.8125
weaver,-6.081392777150518,0.21666666666666665
wedding planner,-7.06396947419666,0.1625
weight lifter,-7.463985583234089,0.8541666666666666
welder,-6.487008272625385,0.8708333333333332
well driller,-7.985849650512581,0.9
wood carver,-7.819351080056453,0.7916666666666666
wood worker,-8.467395926355307,0.7999999999999999
wrestler,-6.236078266635321,0.9291666666666667
writer,-4.500036517379665,0.525
x-ray technician,-8.099722130941622,0.5416666666666666
zoologist,-6.656606670850142,0.5416666666666666
